acc	GO_name	systematic_id	symbol	gene_product_description	evidence_code	source	assigned_by
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	SPAC3A12.16c	tim17	TIM23 translocase complex subunit Tim17	IC	PMID:20116361	ComplexPortal
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	SPBC1289.09	tim21	TIM23 translocase complex subunit Tim21	IC	PMID:20116361	ComplexPortal
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	SPBC17A3.01c	tim50	TIM23 translocase complex subunit Tim50	IC	PMID:20116361	ComplexPortal
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	SPBC27.06c	mgr2	TIM23 translocase complex subunit Mgr2	ISO	GO_REF:0000024	PomBase
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	SPCC16A11.09c	tim23	TIM23 translocase complex subunit Tim23	IC	PMID:20116361	ComplexPortal
GO:0005745	m-AAA complex	SPBC543.09	yta12	mitochondrial m-AAA protease Yta12	ISO	GO_REF:0000024	PomBase
GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	SPAC140.01	sdh2	succinate dehydrogenase (ubiquinone) iron-sulfur protein subunit	ISS	GO_REF:0000024	PomBase
GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	SPAC1556.02c	sdh1	succinate dehydrogenase Sdh1	ISS	GO_REF:0000024	PomBase
GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	SPBP23A10.16	tim18	TIM22 inner membrane protein import complex and succinate dehydrogenase (SDH) anchor subunit Tim18	ISS	GO_REF:0000024	UniProt
GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	SPCC330.12c	sdh3	succinate dehydrogenase (ubiquinone) cytochrome b subunit	ISS	GO_REF:0000024	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPAC1782.07	qcr8	ubiquinol-cytochrome-c reductase complex subunit 7	IC	PMID:9395324	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPBC16C6.08c	qcr6	ubiquinol-cytochrome-c reductase complex subunit 8, hinge protein	ISS	GO_REF:0000024	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPBC16H5.06	rip1	ubiquinol-cytochrome-c reductase complex subunit 5, Rip1	IGI	PMID:8663290	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPBC29A3.18	cyt1	cytochrome c1 Cyt1	ISO	GO_REF:0000024	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPBP4H10.08	qcr10	ubiquinol-cytochrome-c reductase complex, Reiske ISP-associated subunit Qcr10	ISO	GO_REF:0000024	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPCC1682.01	qcr9	ubiquinol-cytochrome-c reductase complex subunit 9	ISO	GO_REF:0000024	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPCC613.10	qcr2	ubiquinol-cytochrome-c reductase complex core protein Qcr2	ISS	GO_REF:0000024	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPCC737.02c	qcr7	ubiquinol-cytochrome-c reductase complex subunit 6	ISO	GO_REF:0000024	PomBase
GO:0005750	mitochondrial respiratory chain complex III	SPMIT.05	cob1	cytochrome b, Cob1	TAS	PMID:6094974	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPAC1296.02	cox4	cytochrome c oxidase subunit IV	ISO	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPAC1B2.04	cox6	cytochrome c oxidase subunit VI	ISO	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPAC24C9.16c	cox8	cytochrome c oxidase subunit VIII	ISS	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPBC2F12.17	cox7	cytochrome c oxidase subunit VII Cox7	ISO	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPCC1259.05c	cox9	cytochrome c oxidase subunit VIIa	ISS	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPCC1442.08c	cox12	cytochrome c oxidase protein VIb	ISO	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPCC1739.09c	cox13	cytochrome c oxidase subunit VIa	ISO	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPCC338.10c	cox5	cytochrome c oxidase subunit V	ISS	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPMIT.01	cox1	cytochrome c oxidase subunit 1	ISO	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPMIT.04	cox3	cytochrome c oxidase subunit 3	ISO	GO_REF:0000024	PomBase
GO:0005751	mitochondrial respiratory chain complex IV	SPMIT.11	cox2	cytochrome c oxidase subunit 2	ISO	GO_REF:0000024	PomBase
GO:0005754	mitochondrial proton-transporting ATP synthase, catalytic core	SPAC14C4.14	atp1	F1-FO ATP synthase alpha subunit	TAS	PMID:1824697	PomBase
GO:0005754	mitochondrial proton-transporting ATP synthase, catalytic core	SPAC222.12c	atp2	F1-FO ATP synthase beta subunit Atp2	IGI	PMID:6228552	PomBase
GO:0005756	mitochondrial proton-transporting ATP synthase, central stalk	SPBC13E7.04	atp16	F1-FO ATP synthase delta subunit	ISS	GO_REF:0000024	PomBase
GO:0005756	mitochondrial proton-transporting ATP synthase, central stalk	SPBC1734.13	atp3	F1-FO ATP synthase gamma subunit	ISS	GO_REF:0000024	PomBase
GO:0005756	mitochondrial proton-transporting ATP synthase, central stalk	SPBC31F10.15c	atp15	F1-FO ATP synthase epsilon subunit	ISO	GO_REF:0000024	PomBase
GO:0005760	gamma DNA polymerase complex	SPCC24B10.22	pog1	mitochondrial DNA polymerase, gamma subunit Pog1	IEA	GO_REF:0000002	InterPro
GO:0005762	mitochondrial large ribosomal subunit	SPAC12G12.08	mrpl6	mitochondrial ribosomal protein subunit L6	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC1486.07c	mrpl19	mitochondrial ribosomal protein subunit L11	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC1610.02c	mrpl1	mitochondrial ribosomal protein subunit L1	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC1952.14c	mrpl25	mitochondrial ribosomal protein subunit L59	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC31A2.03	mrp11	mitochondrial ribosomal protein subunit L10	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC31A2.08	mrp20	mitochondrial ribosomal protein subunit L23	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC343.02	img1	mitochondrial ribosomal protein subunit L19	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC3A12.19	mrpl27	mitochondrial ribosomal protein subunit L41	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC3H8.03	img2	mitochondrial ribosomal protein subunit L49	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC4F8.02c	mrpl40	mitochondrial ribosomal protein subunit L24	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC4F8.05c	mrpl28	mitochondrial ribosomal protein subunit L40	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAC644.17c	mrpl9	mitochondrial ribosomal protein subunit L3	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPAP19A11.05c	mrp7	mitochondrial ribosomal protein subunit L27	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC1105.03c	mrpl16	mitochondrial ribosomal protein subunit L16	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC1271.13	mrpl8	mitochondrial ribosomal protein subunit L17	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC14C8.10	mrpl24	mitochondrial ribosomal protein subunit L28	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC1539.01c	mrp15	mitochondrial ribosomal protein subunit L57	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC1604.13c	mrpl32	mitochondrial ribosomal protein subunit L32	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC16G5.04	mrpl23	mitochondrial ribosomal protein subunit L13	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC1711.18	tam9	mitochondrial ribosomal protein subunit L31	ISO	PMID:21270388	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC18H10.17c	mhr1	mitochondrial ribosomal protein subunit L67	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC19C2.12	mrpl51	mitochondrial ribosomal protein subunit L43	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC21C3.04c	mrx14	mitochondrial ribosomal protein subunit L34	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC2D10.08c	yml6	mitochondrial ribosomal protein subunit L4	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC2F12.02c	mrpl7	mitochondrial ribosomal protein subunit L5	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC2F12.10	mrpl35	mitochondrial ribosomal protein subunit L38	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC3B9.14c	mrpl3	mitochondrial ribosomal protein subunit L44	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC4F6.08c	mrpl39	mitochondrial ribosomal protein subunit L33	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC56F2.14	mrpl44	mitochondrial ribosomal protein subunit L53	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC83.06c	rtc6	mitochondrial ribosomal protein subunit L36	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC887.07	mrpl38	mitochondrial ribosomal protein subunit L14	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC8D2.23	new15	mitochondrial ribosomal protein subunit L35	ISM	PMID:21270388	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC9B6.06	mrpl10	mitochondrial ribosomal protein subunit L15	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBP4H10.15	aco2	mitochondrial ribosomal protein subunit L21/aconitate hydratase, fusion protein	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC126.05c	mrpl17	mitochondrial ribosomal protein subunit L46	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC1393.11	mrpl20	mitochondrial ribosomal protein subunit L58	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC1442.19	mrp49	mitochondrial ribosomal protein subunit Mrp49	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC16A11.11	mrpl31	mitochondrial ribosomal protein subunit L60	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC16C4.15	rml2	mitochondrial ribosomal protein subunit L2	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC1739.02c	mrpl22	mitochondrial ribosomal protein subunit L22	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC1919.08c	mrpl33	mitochondrial ribosomal protein subunit L30	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC4B3.09c	mrpl12	mitochondrial ribosomal protein subunit L12	ISM	GO_REF:0000050	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC4G3.06c	mrpl4	mitochondrial ribosomal protein subunit L29	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC645.09	mrpl37	mitochondrial ribosomal protein subunit L54	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC777.17c	SPCC777.17c	mitochondrial ribosomal protein subunit L9	ISM	GO_REF:0000050	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC1420.04c	cox1101	cytochrome c oxidase assembly protein Cox1101/ mitochondrial ribosomal protein Rsm22 fusion protein	ISO	PMID:16835444	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC16E8.10c	rsm7	mitochondrial ribosomal protein subunit S7	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC1751.02c	rsm19	mitochondrial ribosomal protein subunit S19	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC19B12.13	cox1102	cytochrome c oxidase assembly protein Cox1102/ mitochondrial ribosomal protein Rsm2202, fusion protein	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC1B3.18c	mrps18	mitochondrial ribosomal protein subunit S11	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC23A1.18c	mrp51	mitochondrial ribosomal protein subunit L51-bS1m	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC23H3.07c	mrp2	mitochondrial ribosomal protein subunit S14	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC24C9.10c	mrp4	mitochondrial ribosomal protein subunit S2	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC24C9.13c	mrp10	mitochondrial ribosomal protein subunit S37	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC29A4.03c	mrps9	mitochondrial ribosomal protein subunit S9	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC2F7.15	rsm24	mitochondrial ribosomal protein subunit S35	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC343.08c	mrp17	mitochondrial ribosomal protein subunit S6	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC4F8.06	mrps12	mitochondrial ribosomal protein subunit S12	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC4G9.17c	mrp5	mitochondrial ribosomal protein subunit S5	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC11B10.04c	mrps28	mitochondrial ribosomal protein subunit S15	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC13G1.01c	nam9	mitochondrial ribosomal protein subunit S4	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC14C8.16c	bot1	mitochondrial ribosomal protein subunit S45	IDA	PMID:18245278	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC16A3.04	rsm25	mitochondrial ribosomal protein subunit S23	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC16A3.14	SPBC16A3.14	mitochondrial ribosomal protein subunit	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC211.01	rsm10	mitochondrial ribosomal protein subunit S10	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC29A3.15c	rsm23	mitochondrial ribosomal protein subunit S29	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC2D10.09	snr1	mitochondrial ribosomal protein subunit S47/3-hydroxyisobutyryl-CoA hydrolase Snr1	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC2G2.07c	mug178	mitochondrial ribosomal protein subunit L51-b	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC30D10.12c	rsm27	mitochondrial ribosomal protein subunit S33	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC354.06	mrps16	mitochondrial ribosomal protein subunit S16	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC3H7.04	SPBC3H7.04	mitochondrial ribosomal protein subunit	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC409.14c	mrps17	mitochondrial ribosomal protein subunit S17	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC4B4.11	fyv4	mitochondrial ribosomal protein subunit S41	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC839.09c	mrp21	mitochondrial ribosomal protein subunit S21	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPCC1795.07	sws2	mitochondrial ribosomal protein subunit S13	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPCC18B5.04	rsm18	mitochondrial ribosomal protein subunit S18	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPCC736.10c	mrps8	mitochondrial ribosomal protein subunit S8	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPMIT.08	var1	mitochondrial ribosomal protein subunit S3	ISO	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPAC4G8.02c	sss1	translocon gamma subunit Sss1	ISO	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPBC19G7.17	sec6102	translocon subunit Sec61 homolog	ISS	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPBC2G2.03c	sbh1	translocon beta subunit Sbh1	ISO	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPBC354.02c	sec61	translocon alpha subunit Sec61	ISO	GO_REF:0000024	PomBase
GO:0005785	signal recognition particle receptor complex	SPAC23H4.07c	srp102	signal recognition particle receptor beta subunit Srp102	ISO	GO_REF:0000024	PomBase
GO:0005785	signal recognition particle receptor complex	SPBC3B9.03	srp101	signal recognition particle receptor alpha subunit Srp101	ISO	GO_REF:0000024	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPAC17H9.07	srp21	signal recognition particle subunit Srp21	ISO	GO_REF:0000024	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPAC19B12.09	srp14	signal recognition particle subunit Srp14	ISO	GO_REF:0000024	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC126.15c	sec65	signal recognition particle subunit Sec65	ISO	GO_REF:0000024	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC1682.05c	srp68	signal recognition particle subunit	ISO	GO_REF:0000024	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC188.06c	srp54	signal recognition particle subunit Srp54	IPI	PMID:8041618	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC320.10	srp72	signal recognition particle subunit Srp72	ISO	GO_REF:0000024	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPNCRNA.98	srp7	7SL signal recognition particle component	IDA	PMID:2837764	PomBase
GO:0005787	signal peptidase complex	SPAC1071.04c	spc2	signal peptidase subunit Spc2	ISO	GO_REF:0000024	PomBase
GO:0005787	signal peptidase complex	SPAC56F8.11	spc3	signal peptidase subunit Spc3	ISO	GO_REF:0000024	PomBase
GO:0005787	signal peptidase complex	SPBC1685.03	sec11	signal peptidase subunit Sec11	ISO	GO_REF:0000024	PomBase
GO:0005787	signal peptidase complex	SPBC887.22	spc1	signal peptidase complex subunit Spc1	ISO	PMID:21270388	PomBase
GO:0005832	chaperonin-containing T-complex	SPAC1420.02c	cct5	chaperonin-containing T-complex epsilon subunit Cct5	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPAC1D4.04	cct2	chaperonin-containing T-complex beta subunit Cct2	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC106.06	cct4	chaperonin-containing T-complex delta subunit Cct4	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC12D12.03	cct1	chaperonin-containing T-complex alpha subunit Cct1	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC1A4.08c	cct3	chaperonin-containing T-complex gamma subunit Cct3	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC25H2.12c	cct7	chaperonin-containing T-complex eta subunit Cct7	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC337.05c	cct8	chaperonin-containing T-complex theta subunit Cct8	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC646.11	cct6	chaperonin-containing T-complex zeta subunit Cct6	IDA	PMID:19040720	PomBase
GO:0005835	fatty acid synthase complex	SPAC4A8.11c	fas2	fatty acid synthase alpha subunit Fas2	IDA	PMID:9693066	PomBase
GO:0005835	fatty acid synthase complex	SPAC926.09c	fas1	fatty acid synthase beta subunit Fas1	IDA	PMID:9693066	PomBase
GO:0005845	mRNA cap binding complex	SPAC19A8.12	dcp2	mRNA decapping complex catalytic subunit Dcp2	IDA	PMID:18280239	PomBase
GO:0005845	mRNA cap binding complex	SPBC3B9.21	dcp1	mRNA decapping complex regulatory subunit Dcp1	IDA	PMID:18280239	PomBase
GO:0005845	mRNA cap binding complex	SPBC3D6.08c	lsm1	mRNA decapping complex subunit	ISO	GO_REF:0000024	PomBase
GO:0005846	nuclear cap binding complex	SPAC6G10.07	cbc1	nuclear cap-binding complex large subunit	ISO	GO_REF:0000024	PomBase
GO:0005846	nuclear cap binding complex	SPBC13A2.01c	cbc2	nuclear cap-binding complex small subunit	ISO	GO_REF:0000024	PomBase
GO:0005846	nuclear cap binding complex	SPCC16C4.16c	cbc3	nuclear cap-binding complex variant subunit Cbc3	ISO	GO_REF:0000024	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC1071.01c	pta1	mRNA cleavage and polyadenylation specificity factor complex subunit Pta1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC12G12.14c	pfs2	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Pfs2	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC17G6.16c	ysh1	mRNA cleavage and polyadenylation specificity factor complex endoribonuclease subunit Ysh1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC227.08c	yth1	mRNA cleavage and polyadenylation specificity factor complex Yth1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC22G7.10	iss1	mRNA cleavage and polyadenylation specificity factor complex subunit Iss1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC3G9.04	ssu72	RNA polymerase II CTD phosphatase Ssu72	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC6F12.17	rna14	mRNA cleavage and polyadenylation specificity factor complex subunit Rna14	ISS	GO_REF:0000024	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC824.04	swd22	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Swd22	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC824.04	swd22	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Swd22	IPI	PMID:24945319	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC1709.08	cft1	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Cft1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC1709.15c	cft2	mRNA cleavage and polyadenylation specificity factor complex Cft2 CPSF-73	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC3B9.11c	ctf1	mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Ctf1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC646.04	pla1	poly(A) polymerase Pla1	IGI	PMID:8692700	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC776.02c	dis2	serine/threonine protein phosphatase PP1 catalytic subunit Dis2	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC776.02c	dis2	serine/threonine protein phosphatase PP1 catalytic subunit Dis2	IPI	PMID:24945319	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBP8B7.15c	mpe1	mRNA cleavage ubiquitin-protein ligase E3 Mpe1	ISO	GO_REF:0000024	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPCC74.02c	ppn1	mRNA cleavage and polyadenylation specificity factor complex associated protein	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPCC74.02c	ppn1	mRNA cleavage and polyadenylation specificity factor complex associated protein	IPI	PMID:24945319	PomBase
GO:0005849	mRNA cleavage factor complex	SPAC22H10.05c	SPAC22H10.05c	mRNA cleavage and polyadenylation specificity factor complex polyribonucleotide 5'-hydroxyl-kinase subunit	ISO	GO_REF:0000024	PomBase
GO:0005849	mRNA cleavage factor complex	SPAC4G9.04c	pcf11	mRNA cleavage and polyadenylation factor complex RNA-binding subunit Pcf11	ISO	GO_REF:0000024	PomBase
GO:0005849	mRNA cleavage factor complex	SPAC644.16	rna15	RNA-binding protein Rna15	ISO	GO_REF:0000024	PomBase
GO:0005849	mRNA cleavage factor complex	SPBC660.15	msi2	mRNA cleavage factor complex subunit Msi2	ISO	GO_REF:0000024	PomBase
GO:0005850	eukaryotic translation initiation factor 2 complex	SPAC32A11.04c	tif212	translation initiation factor eIF2 beta subunit	ISO	GO_REF:0000024	PomBase
GO:0005850	eukaryotic translation initiation factor 2 complex	SPAC3G9.09c	tif211	translation initiation factor eIF2 alpha subunit	ISO	GO_REF:0000024	PomBase
GO:0005850	eukaryotic translation initiation factor 2 complex	SPBC17G9.09	tif213	translation initiation factor eIF2 gamma subunit	ISO	PMID:9079882	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC21E11.06	tif224	translation initiation factor eIF2B delta subunit	IDA	PMID:26901872,PMID:27023709	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC343.14c	tif222	translation initiation factor eIF2B beta subunit	IDA	PMID:26901872,PMID:27023709	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC3G9.09c	tif211	translation initiation factor eIF2 alpha subunit	IBA	PMID:21873635	GO_Central
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC4D7.09	tif223	translation initiation factor eIF2B gamma subunit	IDA	PMID:26901872,PMID:27023709	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC8C9.15c	tif225	translation initiation factor eIF2B epsilon subunit	IDA	PMID:26901872,PMID:27023709	PomBase
